aluno_id,nome_aluno,email_aluno,curso,status,turma,sexo,idade,trabalha,renda_familiar,acompanhamento_medico,tem_filho,estado_civil,semestre,bimestre,aula_1,professor_1,notas_1,faltas_1,desempenho_1,aula_2,professor_2,notas_2,faltas_2,desempenho_2,aula_3,professor_3,notas_3,faltas_3,desempenho_3,aula_4,professor_4,notas_4,faltas_4,desempenho_4,aula_5,professor_5,notas_5,faltas_5,desempenho_5,risco_evasao
7406,Heloisa Carvalho,marcos-vinicius96@example.net,Engenharia Mecânica,Cancelado,A,Masculino,6676,1,5782,0,0,Amasiado(a),4,2,Cenografia,Lunna Garcia,9.24,4,Bom,História do Teatro,Samuel Rocha,3.9,6,Ruim,Direção Teatral,Pedro Henrique da Rocha,6.74,5,Regular,Iluminação Teatral,Davi Lucas Vasconcelos,5.51,14,Ruim,Roteiro Teatral,Anna Liz Carvalho,7.51,2,Bom,1
7407,Dr. Thales da Rocha,liz30@example.com,Dança,Concluso,D,Outro,41,1,8915,1,0,Divorciado(a),4,4,Geopolítica,Clara Pimenta,8.02,12,Ruim,Planejamento Urbano,Sr. Josué Cavalcanti,2.86,0,Ruim,Cartografia,Murilo Souza,7.4,8,Regular,Geografia Humana,Hellena Silva,9.49,7,Regular,Geografia Física,Raul Porto,6.93,12,Ruim,1
7408,Matteo Pinto,lmacedo@example.org,Arquitetura e Urbanismo,Cancelado,D,Feminino,36,1,6539,1,0,Casado(a),5,4,Anatomia Dental,Henry Peixoto,7.75,8,Regular,Implantes,Sr. Oliver Marques,9.74,14,Ruim,Periodontia,Mathias Peixoto,2.38,12,Ruim,Radiologia Odontológica,Josué Fogaça,7.13,11,Ruim,Clínica Odontológica,Ana Vitória Castro,9.71,2,Excelente,1
7409,Dr. Thales Cassiano,ana-sophiacavalcante@example.net,WEWEO,Trancado,C,Masculino,52,1,2170,1,1,Casado(a),1,3,Gestão de Projetos,Ana Luiza Barbosa,8.32,11,Ruim,Finanças Públicas,Maria Eduarda Cavalcanti,8.87,9,Regular,Gestão de Pessoas,Julia Campos,0.81,10,Ruim,Gestão de Políticas Públicas,Catarina Sales,7.22,6,Regular,Administração Pública,Dr. Luiz Henrique Albuquerque,4.87,8,Ruim,1
7410,Bento Pinto,hpimenta@example.com,Psicologia,Matriculado,B,Feminino,60,1,4234,1,1,Separado(a),8,1,Microeconomia,Carlos Eduardo Casa Grande,3.08,2,Ruim,Macroeconomia,Eduardo Fonseca,9.49,3,Excelente,Política Econômica,Dr. Fernando Farias,0.02,15,Ruim,Teoria Econômica,Isabela Pereira,0.22,4,Ruim,Economia Internacional,Srta. Isabella Campos,8.69,5,Bom,1
7411,Bruna Correia,mariane75@example.com,Análise e Desenvolvimento de Sistemas,Concluso,C,Feminino,25,0,3923,0,0,Divorciado(a),7,2,Economia Internacional,Vitória Carvalho,3.6,10,Ruim,Política Internacional,Allana Albuquerque,7.38,8,Regular,Teoria das Relações Internacionais,Gael Freitas,2.31,8,Ruim,Geopolítica,Dr. Calebe Pires,0.29,2,Ruim,Direitos Humanos,Srta. Maya Garcia,5.58,12,Ruim,0
7412,Ana Farias,arthur-gabriel74@example.com,Design Gráfico,Matriculado,B,Outro,48,1,8431,1,0,Separado(a),8,4,Topografia,Dr. Vicente Ferreira,0.39,9,Ruim,Materiais de Construção,Hellena Novais,7.74,7,Regular,Mecânica dos Solos,Rael Martins,8.2,0,Excelente,Construção Civil,Alexia Duarte,7.93,6,Regular,Cálculo Estrutural,Sr. José Miguel Cardoso,5.16,11,Ruim,1
7413,Anthony Gabriel Vieira,ycavalcante@example.org,Engenharia Química,Concluso,D,Outro,26,1,7130,0,1,Amasiado(a),8,4,Composição Musical,Benicio Novaes,2.24,0,Ruim,História da Música,Cauê Sales,0.69,7,Ruim,Prática Instrumental,Laís Guerra,5.55,8,Regular,Arranjo Musical,Clarice da Mota,9.72,0,Excelente,Teoria Musical,Ian Farias,9.39,2,Excelente,1
7414,Dra. Brenda Pires,lizda-rosa@example.org,,Concluso,B,Masculino,28,0,9913,0,1,Divorciado(a),5,4,Design Editorial,Thomas da Rosa,4.39,12,Ruim,Design Digital,Lavínia Nascimento,9.67,7,Regular,Teoria do Design,Ágatha da Mata,3.28,7,Ruim,Tipografia,Dr. Rodrigo Lima,0.43,3,Ruim,Design de Interfaces,Arthur Gabriel Rios,9.39,13,Ruim,0
7415,Raul Vargas,caldeirajose-miguel@example.org,Psicologia,Cancelado,B,Feminino,57,0,9756,0,0,Amasiado(a),8,4,Topografia,Dr. Vicente Ferreira,6.71,7,Regular,Materiais de Construção,Hellena Novais,3.54,4,Ruim,Mecânica dos Solos,Rael Martins,1.9,9,Ruim,Construção Civil,Alexia Duarte,1.25,1,Ruim,Cálculo Estrutural,Sr. José Miguel Cardoso,9.41,13,Ruim,0
7416,Rafael Cunha,lopesluiz-gustavo@example.net,Fisioterapia,Matriculado,D,Masculino,41,1,9553,0,0,Viúvo(a),3,2,Marketing de Hotelaria,Ana Sophia Pereira,0.34,13,Ruim,Gestão de Hotelaria,Sofia Ferreira,8.32,8,Regular,Gestão de Alimentos e Bebidas,Antony Sousa,3.69,12,Ruim,Hospitalidade,Sr. Miguel Fogaça,6.42,3,Regular,Gestão de Hospedagem,Kaique Sales,3.28,15,Ruim,1
7417,Maria Luiza Rodrigues,apollo48@example.net,Direito,Cancelado,C,Feminino,35,0,0,0,1,Solte,6,2,Gestão de Estoques,Dra. Esther Campos,9.47,4,Bom,Gestão de Cadeia de Suprimentos,Maria Vitória Macedo,0.14,12,Ruim,Logística Internacional,Ana Cecília da Luz,9.93,1,Excelente,Transporte e Distribuição,Rebeca Santos,9.42,8,Regular,Gestão de Transportes,Thomas da Costa,7.7,0,Bom,0
7418,Carlos Eduardo Macedo,fernandojesus@example.net,Química,Concluso,B,Masculino,58,0,5243,1,0,Solte,8,2,Marketing,Ísis da Rocha,5.63,10,Regular,Gestão de Pessoas,Hadassa Cassiano,2.72,10,Ruim,Administração Geral,Ravi Lucca Ferreira,2.94,3,Ruim,Economia,Raquel Rodrigues,4.48,13,Ruim,Gestão Financeira,Dr. Davi Lucas Campos,2.11,15,Ruim,1
7419,Antônio Araújo,kgomes@example.net,Gestão Comercial,Trancado,D,Feminino,26,0,7870,1,0,Amasiado(a),8,2,Gramática,Rafaela Cavalcanti,0.97,1,Ruim,Literatura Brasileira,Dr. Rael Martins,0.2,15,Ruim,Literatura Portuguesa,Luiz Henrique Machado,7.66,3,Bom,Linguística,Nina Lima,5.89,6,Regular,Produção Textual,Srta. Melissa Teixeira,4.13,9,Ruim,0
7420,Ravy Machado,melissa15@example.com,Gestão Comercial,Cancelado,A,Outro,34,0,6004,0,1,Casado(a),3,4,Comunicação e Mídia,Isis Ramos,3.19,12,Ruim,Ética Jornalística,Valentim Santos,3.7,2,Ruim,Produção de Conteúdo,Luiz Miguel Nunes,6.89,0,Regular,Redação Jornalística,Raquel da Paz,1.67,7,Ruim,Edição de Vídeo,Miguel Pinto,3.55,9,Ruim,1
7421,Liz Monteiro,silvajoao-lucas@example.net,História,Trancado,C,Feminino,52,1,7205,0,1,Solteiro(a),3,3,Máquinas Elétricas,Sophia Novaes,0.86,15,Ruim,Circuitos Elétricos,Mariana Sá,9.04,12,Ruim,Eletrônica,Sra. Heloisa Moura,4.33,1,Ruim,Transformadores,Augusto Ramos,8.94,3,Excelente,Sistemas Elétricos,Catarina Rios,8.91,1,Excelente,1
7422,Alexandre Fonseca,machadothomas@example.com,Geografia,Cancelado,D,Feminino,66,1,4068,0,1,Solteiro(a),2,2,Mecânica,Vitor Guerra,6.1,0,Regular,Física Nuclear,Dr. Yago Correia,6.13,9,Regular,Óptica,Sra. Emanuelly Moreira,0.91,9,Ruim,Eletromagnetismo,Mariana Correia,8.28,14,Ruim,Termodinâmica,Brenda Monteiro,2.78,8,Ruim,1
7423,Diogo Vargas,fdas-neves@example.org,Hotelaria,Matriculado,A,Feminino,19,1,9950,1,0,Amasiado(a),8,3,Preservação de Documentos,Sr. Anthony Gabriel das Neves,4.38,3,Ruim,Gestão da Informação,Rebeca Correia,2.16,1,Ruim,Leitura e Literatura,Daniela Silva,3.69,12,Ruim,Gestão de Bibliotecas,Ana Vitória Martins,7.98,6,Regular,Catalogação,Bryan Montenegro,1.55,3,Ruim,1
7424,Marcelo da Costa,diegoteixeira@example.org,Banco de Dados,Cancelado,D,Outro,42,0,8003,1,1,Amasiado(a),1,2,Sistemas Operacionais,Valentina Pacheco,1.9,13,Ruim,Engenharia de Software,Léo Fernandes,3.47,4,Ruim,Banco de Dados,Enrico Pacheco,6.15,14,Ruim,Programação,Anna Liz da Conceição,8.41,2,Excelente,Segurança da Informação,Vitor Gabriel Pires,0.64,0,Ruim,1
7425,Heloísa Camargo,guerraana-sophia@example.net,Letras,Matriculado,D,Outro,31,1,4032,0,0,Viúvo(a),2,3,Direito Civil,Manuella Almeida,5.15,7,Regular,Constitucional,José Pedro Leão,3.29,12,Ruim,Direito Penal,Hellena Fonseca,8.6,10,Regular,Processo Penal,Dr. André Alves,5.77,2,Regular,Processo Civil,Davi Ribeiro,5.71,7,Regular,1
7426,Ana Beatriz Pereira,machadoayla@example.net,Música,Trancado,A,Outro,33,1,5388,0,1,Solteiro(a),2,4,Estruturas de Dados,Rafael Aparecida,8.6,10,Regular,Sistemas Distribuídos,Mateus Novais,8.18,2,Excelente,Inteligência Artificial,Pietra Abreu,7.54,2,Bom,Algoritmos,Bryan Pinto,8.45,9,Regular,Redes de Computadores,Ana Clara Cardoso,0.13,14,Ruim,1
7427,Benício Montenegro,salesyago@example.net,Letras,Concluso,B,Outro,46,0,3453,1,0,Solteiro(a),6,3,Produção Animal,Sr. Benicio Novais,9.76,6,Regular,Fisiologia Animal,Mirella Carvalho,2.35,1,Ruim,Medicina Veterinária,Matheus Alves,7.65,6,Regular,Nutrição Animal,Sr. Diogo Casa Grande,1.99,7,Ruim,Genética Animal,Bruna Martins,8.83,9,Regular,0
7428,Dr. Paulo Cunha,zbarbosa@example.net,Gestão Pública,Cancelado,C,Outro,NOTEXIST,0,1275,1,1,Viúvo(a),7,3,Genética,Maria Fernanda Cassiano,4.68,7,Ruim,Imunologia,Thomas Vasconcelos,2.41,3,Ruim,Farmacologia,João Aragão,0.72,12,Ruim,Microbiologia,Marcos Vinicius Casa Grande,6.23,4,Regular,Biologia Molecular,Luiz Henrique Duarte,3.09,8,Ruim,1
7429,Lunna Souza,casa-grandegabrielly@example.net,Arquivologia,Concluso,D,Outro,68,1,8046,1,0,Divorciado(a),6,3,Comunicação Empresarial,Ana Beatriz Lopes,8.45,1,Excelente,Gestão de Escritórios,Théo Araújo,3.43,6,Ruim,Atendimento ao Cliente,Pedro Monteiro,2.05,4,Ruim,Gestão de Pessoas,Isis Jesus,1.98,5,Ruim,Administração do Tempo,Ana Alves,1.11,6,Ruim,1
7430,Ana Julia da Mota,zcirino@example.org,Ciências Contábeis,Trancado,C,Outro,38,1,3470,1,0,Viúvo(a),7,4,Planejamento de Turismo,Manuella Cunha,2.95,2,Ruim,Marketing Turístico,Enzo Montenegro,1.6,13,Ruim,História do Turismo,Kaique Sales,0.91,14,Ruim,Turismo Cultural,Sra. Ana Beatriz Gonçalves,2.35,2,Ruim,Gestão de Turismo,Amanda Gonçalves,3.44,13,Ruim,1
7431,Bárbara Cirino,lfogaca@example.com,Teologia,Trancado,D,Masculino,65,1,9128,0,0,Casado(a),5,2,Química Farmacêutica,Dr. Renan Garcia,1.48,6,Ruim,Farmacologia,Ravi Lucca da Mota,0.38,2,Ruim,Cosmetologia,Sr. Henry Cardoso,5.34,5,Regular,Análises Clínicas,Ana da Cunha,5.08,10,Regular,Microbiologia,Dr. Gustavo Silva,8.24,7,Regular,1
7432,Lucas Gabriel Monteiro,gramos@example.org,Arquitetura e Urbanismo,Matriculado,C,Outro,31,0,5817,1,0,Solteiro(a),7,2,Economia Internacional,Vitória Carvalho,5.47,0,Regular,Política Internacional,Allana Albuquerque,0.5,8,Ruim,Teoria das Relações Internacionais,Gael Freitas,6.17,0,Regular,Geopolítica,Dr. Calebe Pires,1.58,1,Ruim,Direitos Humanos,Srta. Maya Garcia,9.35,15,Ruim,0
7433,Lucas Andrade,asousa@example.net,Jogos Digitais,Concluso,A,902334,19,0,8901,0,1,Solteiro(a),5,4,Gestão de Restaurante,Dra. Bruna da Costa,8.13,13,Ruim,Nutrição e Dietética,Theo Caldeira,1.43,15,Ruim,Cultura Gastronômica,Maria Fernanda Nascimento,1.71,14,Ruim,Técnicas Culinárias,Pietra Montenegro,6.13,0,Regular,Culinária Internacional,Matteo Garcia,5.54,7,Regular,0
7434,Raul Sousa,milenanascimento@example.net,veteri,Matriculado,D,Outro,20,1,1204,1,1,Viúvo(a),6,4,Redes de Dados,Maria Julia Sá,4.45,2,Ruim,Segurança em Redes,José Araújo,1.87,8,Ruim,Arquitetura de Redes,Maria Vitória Campos,1.37,1,Ruim,Administração de Redes,Lunna Correia,3.99,10,Ruim,Protocolos de Comunicação,Maria Isis Viana,6.5,10,Regular,1
7435,Samuel Cavalcante,arezende@example.org,Logística,Matriculado,C,EXIT01,61,0,3415,1,1,Separado(a),6,3,Treinamento e Desenvolvimento,Ana Liz Abreu,7.4,1,Bom,Desenvolvimento Organizacional,Manuela Borges,3.66,9,Ruim,Recrutamento e Seleção,Esther da Mota,0.43,10,Ruim,Gestão de Carreira,Ana Cecília Abreu,4.91,5,Ruim,Gestão de Pessoas,Giovanna Novaes,2.15,1,Ruim,1
7436,Catarina Santos,jose-pedro17@example.com,Ciência da Computação,Concluso,C,Outro,63,0,9222,1,1,Divorciado(a),2,2,Nutrição e Dietética,Ravi Moreira,6.84,9,Regular,Técnicas Culinárias,Lucca da Cunha,0.07,6,Ruim,Cultura Gastronômica,Dr. Luiz Miguel Sales,1.94,0,Ruim,Culinária Internacional,Gabriela Vasconcelos,2.84,4,Ruim,Gestão de Restaurante,Sr. Apollo Cavalcante,8.19,4,Bom,1
7437,Alana da Costa,caue13@example.org,Design Gráfico,Matriculado,B,Masculino,26,0,5982,1,0,Solteiro(a),7,3,Tipografia,Dr. Lucca Casa Grande,7.92,8,Regular,Design de Interfaces,Allana Caldeira,3.79,12,Ruim,Design Editorial,Maria Eduarda da Luz,1.88,15,Ruim,Teoria do Design,Sra. Maria Luísa Machado,4.4,13,Ruim,Design Digital,Srta. Maria Câmara,2.49,1,Ruim,0
7438,Leandro da Paz,yborges@example.net,Veterinária,Concluso,A,Masculino,63,1,6226,1,1,Casado(a),6,1,Materiais de Construção,Sarah Campos,6.82,8,Regular,Topografia,Emanuella Montenegro,3.57,5,Ruim,Mecânica dos Solos,Sr. Valentim da Mata,5.7,2,Regular,Construção Civil,Gael Henrique Pires,5.28,10,Regular,Cálculo Estrutural,Lucas das Neves,6.01,0,Regular,1
7439,Maria Liz Abreu,aurora09@example.com,Gastronomia,Trancado,C,Outro,28,1,8429,0,1,Solteiro(a),2,1,Psicologia Clínica,Dr. Gustavo Garcia,6.1,5,Regular,Avaliação Terapêutica,Pietra Cardoso,8.11,13,Ruim,Fisioterapia,Sophia Sousa,3.55,15,Ruim,Técnicas de Reabilitação,Luiz Fernando Camargo,8.28,5,Bom,Desenvolvimento Humano,Isabella Sá,6.09,5,Regular,0
7440,Mirella Cavalcanti,evelyn63@example.net,História,Concluso,B,Feminino,61,0,3389,0,1,Viúvo(a),2,4,Gestão da Qualidade,Kevin Santos,4.76,14,Ruim,Gestão de Processos,Letícia Farias,6.3,3,Regular,Logística,Juan Silveira,8.33,5,Bom,Gestão de Estoques,Ana Beatriz Pinto,2.6,13,Ruim,Planejamento de Produção,Vinícius Ramos,6.4,11,Ruim,1
7441,Sra. Maria Clara Araújo,qsiqueira@example.org,Gastronomia,Trancado,D,naoreconhecido,57,0,1708,1,0,Relacioname,1,4,Fisiologia,Sr. Davi Lucca Rocha,0.71,11,Ruim,Terapia Física,Dra. Sofia Borges,7.78,3,Bom,Reabilitação,Manuela das Neves,8.83,9,Regular,Técnicas de Imagem,Sr. Diogo Machado,3.85,0,Ruim,Anatomia,Dra. Lívia Pimenta,8.77,0,Excelente,1
7442,Heloísa Pimenta,allana46@example.com,Serviço Social,Concluso,D,Outro,44,1,7976,0,0,Divorciado(a),4,4,Geopolítica,Clara Pimenta,6.31,11,Ruim,Planejamento Urbano,Sr. Josué Cavalcanti,5.94,7,Regular,Cartografia,Murilo Souza,9.2,6,Regular,Geografia Humana,Hellena Silva,4.71,3,Ruim,Geografia Física,Raul Porto,9.04,2,Excelente,1
7443,Clarice Aragão,albuquerqueigor@example.org,Cinema,Cancelado,A,Outro,21,0,8968,0,0,Solteiro(a),3,2,Farmacologia,Diego Farias,9.71,1,Excelente,Cosmetologia,Luiz Henrique Melo,7.83,6,Regular,Química Farmacêutica,Cauê Cavalcanti,4.24,6,Ruim,Microbiologia,Elisa da Rocha,3.65,2,Ruim,Análises Clínicas,Sra. Evelyn Monteiro,3.38,15,Ruim,0
7444,José Miguel Pacheco,abreutheo@example.com,Publicidade e Propaganda,Matriculado,D,Masculino,vinte,1,,0,0,Amasiado(a),3,3,Marketing da Moda,Henry Moreira,8.81,10,Regular,Design de Moda,Luiza Farias,6.48,1,Regular,Gestão de Moda,Vinicius Aragão,8.28,8,Regular,Produção de Moda,Manuela Moreira,7.24,5,Bom,História da Moda,Sr. Enrico Sousa,5.67,13,Ruim,1
7445,Rael Fogaça,ipimenta@example.org,Arquitetura e Urbanismo,Cancelado,B,Masculino,6676,1,3564,1,0,Casado(a),5,3,Desenho Arquitetônico,João Miguel Cavalcanti,1.94,15,Ruim,História da Arquitetura,Olívia Souza,5.61,11,Ruim,Construção Civil,Ana Lívia Moura,8.3,12,Ruim,Planejamento Urbano,Henrique Araújo,0.01,1,Ruim,Estruturas,Caio Freitas,2.24,9,Ruim,1
7446,Dr. Vicente Rocha,borgesluan@example.org,concluido,Concluso,D,Masculino,60,1,4648,1,0,Solteiro(a),2,3,Direito Civil,Manuella Almeida,7.34,8,Regular,Constitucional,José Pedro Leão,4.67,11,Ruim,Direito Penal,Hellena Fonseca,0.83,5,Ruim,Processo Penal,Dr. André Alves,7.3,10,Regular,Processo Civil,Davi Ribeiro,7.01,8,Regular,1
7447,Bernardo Marques,jose-pedrofogaca@example.com,Física,Concluso,C,Feminino,51,0,1588,0,0,Viúvo(a),2,2,Nutrição e Dietética,Ravi Moreira,5.02,0,Regular,Técnicas Culinárias,Lucca da Cunha,9.95,7,Regular,Cultura Gastronômica,Dr. Luiz Miguel Sales,9.82,11,Ruim,Culinária Internacional,Gabriela Vasconcelos,8.07,15,Ruim,Gestão de Restaurante,Sr. Apollo Cavalcante,9.46,8,Regular,1
7448,João da Mata,caleberamos@example.net,Estatística,Trancado,B,Feminino,34,0,5490,1,1,Viúvo(a),1,4,Cirurgia Veterinária,Igor Ramos,2.62,12,Ruim,Clínica Veterinária,Eloá Aparecida,8.23,7,Regular,Microbiologia Veterinária,Srta. Hadassa da Rosa,4.04,11,Ruim,Farmacologia Veterinária,Manuela Lima,5.16,5,Regular,Anatomia Veterinária,Giovanna Barbosa,2.8,14,Ruim,1
7449,Sr. Dom Jesus,kamillyda-cruz@example.org,Redes de Computadores,Trancado,A,Masculino,26,1,5458,0,1,Amasiado(a),8,3,Preservação de Documentos,Sr. Anthony Gabriel das Neves,5.3,12,Ruim,Gestão da Informação,Rebeca Correia,4.93,8,Ruim,Leitura e Literatura,Daniela Silva,7.29,9,Regular,Gestão de Bibliotecas,Ana Vitória Martins,8.99,9,Regular,Catalogação,Bryan Montenegro,2.48,11,Ruim,1
7450,Arthur Miguel Ramos,drezende@example.net,Redes de Computadores,Matriculado,A,Feminino,43,0,875,0,1,Amasiado(a),5,2,Gestão Social,Noah Ribeiro,4.81,10,Ruim,Direitos Humanos,Alice Costela,4.43,7,Ruim,Cultura e Sociedade,Levi Lopes,2.7,3,Ruim,Política Social,Eloá Câmara,7.35,13,Ruim,Ética no Serviço Social,Isaque Ribeiro,7.56,0,Bom,1
7451,Gabrielly Porto,eloa59@example.com,Cinema,Matriculado,B,Feminino,70,0,3282,0,0,Divorciado(a),5,2,Gestão da Informação,Maria Júlia Araújo,2.85,11,Ruim,Catalogação,Fernando Novais,6.65,0,Regular,Preservação de Documentos,Raul Costa,5.62,9,Regular,Gestão de Bibliotecas,Maitê Nunes,5.9,6,Regular,Leitura e Literatura,Ana Carolina Araújo,2.38,0,Ruim,0
7452,Natália Rios,rjesus@example.net,Banco de Dados,Cancelado,B,Feminino,19,0,7367,0,0,Solteiro(a),6,1,Psicologia do Desenvolvimento,Sr. Mathias Nogueira,1.91,10,Ruim,Reabilitação Fonoaudiológica,Dr. Enzo Aparecida,4.84,15,Ruim,Anatomia e Fisiologia,Apollo Moreira,5.22,9,Regular,Fonologia,Vitor Gabriel Novais,2.46,4,Ruim,Audiologia,Sra. Aurora Siqueira,7.02,15,Ruim,0
7453,Sr. Luiz Otávio Fogaça,noahborges@example.net,Física,Concluso,A,Feminino,32,0,7899,0,0,Solteiro(a),8,4,Gestão de Eventos de Dança,Diogo Vieira,4.72,1,Ruim,Dança Contemporânea,Isis Santos,0.3,7,Ruim,Técnicas de Dança,Emilly Rocha,5.32,4,Regular,Coreografia,Dr. Murilo Camargo,9.2,1,Excelente,História da Dança,Valentim Correia,2.63,1,Ruim,0
7454,Ravi Duarte,dduarte@example.com,Engenharia,Cancelado,C,Masculino,69,0,7200,0,1,Casado(a),7,4,Planejamento de Turismo,Manuella Cunha,8.53,5,Bom,Marketing Turístico,Enzo Montenegro,2.79,13,Ruim,História do Turismo,Kaique Sales,2.0,1,Ruim,Turismo Cultural,Sra. Ana Beatriz Gonçalves,2.02,15,Ruim,Gestão de Turismo,Amanda Gonçalves,5.17,9,Regular,1
7455,Dra. Elisa Santos,nda-mata@example.net,Administração,Concluso,C,Masculino,31,0,4325,0,0,Viúvo(a),6,2,Gestão de Estoques,Dra. Esther Campos,6.93,15,Ruim,Gestão de Cadeia de Suprimentos,Maria Vitória Macedo,6.13,14,Ruim,Logística Internacional,Ana Cecília da Luz,2.31,0,Ruim,Transporte e Distribuição,Rebeca Santos,7.92,14,Ruim,Gestão de Transportes,Thomas da Costa,4.09,2,Ruim,0
7456,Luísa Pinto,baragao@example.net,Psicologia,Concluso,C,Outro,18,0,,1,1,ERROR,3,2,Psicologia do Esporte,Dra. Sarah Novaes,3.51,0,Ruim,Gestão do Esporte,Allana Silva,3.28,2,Ruim,Fisiologia do Exercício,Sra. Eloá Vargas,8.82,9,Regular,Nutrição Esportiva,Vinícius Martins,9.14,0,Excelente,Cinesiologia,Srta. Allana Lopes,1.85,5,Ruim,1
7457,Eloá Marques,almeidahellena@example.com,Serviço Social,Concluso,C,Masculino,33,0,2767,1,0,Amasiado(a),8,1,Algoritmos,Isabella Sampaio,6.09,14,Ruim,Estruturas de Dados,Vitor Hugo Teixeira,2.04,15,Ruim,Inteligência Artificial,Maria Helena Aparecida,8.26,9,Regular,Sistemas Distribuídos,Luiz Miguel Borges,1.21,12,Ruim,Redes de Computadores,Rodrigo Fonseca,6.06,7,Regular,1
7458,Gabriel Ramos,pmendes@example.org,Dança,Trancado,A,Masculino,34,0,6707,0,1,Amasiado(a),8,4,Gestão de Eventos de Dança,Diogo Vieira,7.47,5,Bom,Dança Contemporânea,Isis Santos,8.44,14,Ruim,Técnicas de Dança,Emilly Rocha,8.26,10,Regular,Coreografia,Dr. Murilo Camargo,9.1,0,Excelente,História da Dança,Valentim Correia,2.99,4,Ruim,1
7459,Ana Beatriz Moraes,maria-liz32@example.com,Química,Concluso,D,Feminino,um,1,5975,1,1,Casado(a),7,1,Teorias da Personalidade,Dr. Vitor Hugo Nogueira,9.3,3,Excelente,Psicologia Geral,Diego Fernandes,2.45,10,Ruim,Psicopatologia,Thomas Viana,8.33,4,Bom,Psicologia Social,Rebeca Marques,5.48,14,Ruim,Psicologia do Desenvolvimento,Mariane Borges,2.42,5,Ruim,1
7460,Fernanda Farias,joana33@example.com,Engenharia Ambiental,Matriculado,C,Outro,54,1,8360,1,0,Casado(a),4,2,Modelagem de Dados,Pedro Camargo,2.61,10,Ruim,Administração de Banco de Dados,Diego Farias,2.67,10,Ruim,Sistemas de Informação,Emilly Duarte,3.6,11,Ruim,SQL Avançado,Mathias Sousa,0.1,5,Ruim,Segurança de Banco de Dados,Bruna Ramos,8.46,13,Ruim,1
7461,Caleb Monteiro,bpacheco@example.net,Direito,Cancelado,B,Masculino,25,0,6569,0,1,Viúvo(a),1,4,Cirurgia Veterinária,Igor Ramos,7.24,0,Bom,Clínica Veterinária,Eloá Aparecida,9.1,0,Excelente,Microbiologia Veterinária,Srta. Hadassa da Rosa,3.41,10,Ruim,Farmacologia Veterinária,Manuela Lima,7.68,11,Ruim,Anatomia Veterinária,Giovanna Barbosa,6.01,4,Regular,0
7462,Dra. Maria Fernanda Ramos,marianadas-neves@example.com,Banco de Dados,Cancelado,B,Outro,63,0,0,1,0,Separado(a),4,4,Banco de Dados,Ana Clara Ferreira,5.07,0,Regular,Segurança da Informação,Sr. Theo Borges,3.44,1,Ruim,Sistemas Operacionais,Antônio Moura,4.11,3,Ruim,Engenharia de Software,Francisco Gonçalves,0.75,2,Ruim,Programação,Dr. Antony Silva,6.74,14,Ruim,1
7463,Bella Sá,da-rosaeduarda@example.com,Sistemas de Informação,Matriculado,C,,-393,1,5666,1,1,Viúvo(a),7,1,Óptica,Lunna Gonçalves,9.88,3,Excelente,Mecânica,Amanda Campos,8.15,8,Regular,Física Nuclear,Cecília da Mota,9.3,8,Regular,Eletromagnetismo,Larissa Fernandes,7.87,2,Bom,Termodinâmica,Srta. Sophie Silva,3.64,2,Ruim,1
7464,Yuri Gomes,yasmin18@example.net,Educação Física,Concluso,B,Feminino,33,0,1914,0,0,Casado(a),1,2,Zoologia,Clarice Pires,0.91,15,Ruim,Botânica,Sophia Pires,9.03,4,Bom,Ecologia,Cauã Silva,7.32,0,Bom,Biologia Celular,Sr. Thiago Viana,1.54,2,Ruim,Genética,Bruna Martins,4.13,10,Ruim,1
7465,Sr. Brayan Cardoso,leonardoalves@example.org,Jogos Digitais,Matriculado,A,Masculino,52,1,-2349234,0,0,Solteiro(a),1,2,Psicologia do Esporte,Sr. Joaquim Macedo,3.08,1,Ruim,Nutrição Esportiva,Lívia da Rocha,3.53,0,Ruim,Gestão do Esporte,Luiz Henrique Macedo,2.38,13,Ruim,Cinesiologia,Ryan Duarte,0.25,0,Ruim,Fisiologia do Exercício,Srta. Hellena Lima,1.45,6,Ruim,1
7466,Rebeca Machado,thomas09@example.com,Engenharia Química,Cancelado,B,Masculino,68,1,1251,1,0,Solteiro(a),2,4,Gestão da Qualidade,Kevin Santos,0.7,4,Ruim,Gestão de Processos,Letícia Farias,0.79,15,Ruim,Logística,Juan Silveira,5.18,8,Regular,Gestão de Estoques,Ana Beatriz Pinto,0.75,3,Ruim,Planejamento de Produção,Vinícius Ramos,0.07,0,Ruim,1
7467,Luiz Henrique Pinto,riosisaque@example.org,Engenharia,Cancelado,A,INVALID,34,1,0,0,1,ERROR,3,1,Produção Animal,Augusto Porto,6.29,7,Regular,Nutrição Animal,Dr. Bryan Alves,3.06,15,Ruim,Medicina Veterinária,Dom da Costa,4.15,13,Ruim,Fisiologia Animal,Gabriel Cavalcanti,0.66,7,Ruim,Genética Animal,Igor da Cunha,1.14,7,Ruim,1
